"id_bnvd";"libelle_bnvd";"cas_bnvd";"index_eupdb";"libelle_eupdb";"cas_eupdb";"micro_organisme";"substance_base";"faible_risque";"faible_risque_liste_amm_ephy";"candidat_substitution";"candidat_substitution_type";"in_uab_pro";"uab_pro_liste_amm_ephy";"in_uab_amateur";"uab_amateur_liste_amm_ephy";"in_biocontrole";"biocontrole_liste_amm_ephy";"in_eaj";"in_eaj_bnvd";"eaj_liste_amm_bnvd";"in_eaj_ephy";"eaj_liste_amm_ephy"
"49_sub_bnvd";"acide halauxifene";"943832-60-8";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"50_sub_bnvd";"acide hydroxyacetique";"79-14-1";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"51_sub_bnvd";"acide malique";"6915-15-7";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"52_sub_bnvd";"acide nonanoique";"112-05-0";"959";"Pelargonic acid (CAS 112-05-0)";"112-05-0";False;False;False;"";False;"";False;"";False;"";True;"2110033
2110056";True;True;"2090124
2110033";True;"2090124
2110033"
"53_sub_bnvd";"acide octanoique";"124-07-2";"503";"Caprylic acid (CAS 124-07-2)";"124-07-2";False;False;False;"";False;"";False;"";False;"";True;"2140166
2140167
2180369";True;True;"2140166
2140167";True;"2140166
2140167"
"54_sub_bnvd";"acide oleique";"112-80-1";"919";"Oleic acid  (CAS 112-80-1)";"112-80-1";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"55_sub_bnvd";"acide pelargonique";"112-05-0";"959";"Pelargonic acid (CAS 112-05-0)";"112-05-0";False;False;False;"";False;"";False;"";False;"";True;"2110033
2110056
2140121
2140254
2140255
2160115
2170243
2170321
2170355
2190319
2200372
2200526
2210563";True;True;"2090124
2110033
2120116
2120174
2160115
2170355
2190319
2200372
2200526
2210563";True;"2090124
2110033
2120116
2120157
2120174
2140121
2160115
2170243
2170355
2190319
2200372
2200526
2210563"
"56_sub_bnvd";"acide peracetique";"79-21-0";"965";"Peracetic acid";"79-21-0";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"57_sub_bnvd";"acide phosphoreux";"10294-56-1";"";"";"";"";"";"";"";"";"";False;"";False;"";True;"2100041
2100059
2100060
2190161
2190190
2220003";True;True;"2190190";True;"2190190"
"58_sub_bnvd";"acide phosphorique";"7664-38-2";"1030";"Phosphoric acid";"7664-38-2";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"59_sub_bnvd";"acide propionique";"79-09-4";"77";"Propionic acid";"79-09-4";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"60_sub_bnvd";"acide sorbique";"110-44-1";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"61_sub_bnvd";"acide sulfamique";"5329-14-6";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"62_sub_bnvd";"acide sulfurique";"7664-93-9";"1181";"Sulphuric acid";"7664-93-9";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"63_sub_bnvd";"acides gras c14-22 et c14-22 insatures, methyl ester, sulfates, sels de sodium";"84776-43-2";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"64_sub_bnvd";"acides gras, c14-c18 et c16-c18 insatures";"67701-06-8";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"65_sub_bnvd";"aclonifen";"74070-46-5";"1054";"Aclonifen";"74070-46-5";False;False;False;"";True;"deux critères PBT (persistant, bioaccumulable et toxique)";False;"";False;"";False;"";False;False;"";False;""
"66_sub_bnvd";"acrinathrine";"101007-06-1";"1056";"Acrinathrin";"101007-06-1";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"67_sub_bnvd";"adoxophyes orana granulovirus souche bv-0001";"";"";"";"";"";"";"";"";"";"";True;"2140187";False;"";True;"2140187";False;False;"";False;""
"68_sub_bnvd";"alcool denature";"64-17-5";"88";"Ethanol";"64-17-5";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"8400364";False;""
"69_sub_bnvd";"alcool ethylique";"64-17-5";"88";"Ethanol";"64-17-5";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"2020001
8400364
9400332
9600474";False;""
"70_sub_bnvd";"alcool gras ethoxyle";"24938-91-8";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"71_sub_bnvd";"alcool isodecylique";"61827-42-7";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"72_sub_bnvd";"alcool isopropylique";"67-63-0";"1033";"2-Propanol";"67-63-0";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"73_sub_bnvd";"alcools gras";"85566-12-7";"117";"Fatty alcohols / Aliphatic alcohols";"No CAS allocated";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"74_sub_bnvd";"alcools terpeniques";"98-55-5";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";True;True;"9800099";True;"9800099"
"75_sub_bnvd";"alkyl amine";"61790-57-6";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"76_sub_bnvd";"alkyl phenol polyethoxyle";"";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"77_sub_bnvd";"alkylpolyglucoside";"68515-73-1";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"78_sub_bnvd";"alpha naphtyl acetamide (nad)";"86-86-2";"391";"1-Naphthylacetamide (1-NAD)";"86-86-2 ";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"8800499
9500444
9500445
9700175";True;"8800499
9500444
9500445
9700175"
"79_sub_bnvd";"alpha oleines sulfonate de sodium";"68439-57-6";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"80_sub_bnvd";"alpha-chloralose";"15879-93-3";"524";"Chloralose";"15879-93-3";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"8400276
8600110
8600183
8600215
8600369
8600583
8600659
8700271
8700544
8800445
8900716";True;"8400276
8600110
8600183
8600215
8600369
8600583
8600659
8700271
8700544
8800445
8900716"
"81_sub_bnvd";"alphachloralose";"15879-93-3";"524";"Chloralose";"15879-93-3";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"9800255";True;"9800255"
"82_sub_bnvd";"alphamethrine";"67375-30-8";"325";"Alpha-Cypermethrin (aka alphamethrin)";"67375-30-8";False;False;False;"";True;"faible DJA / ARfD / AOEL";False;"";False;"";False;"";True;True;"2010340
2010522
2020352
2020354
8900119
9000383
9200110
9200180";True;"2010340
2010522
2020352
2020354
9200110
9200180"
"83_sub_bnvd";"ametoctradine";"865318-97-4";"705";"Ametoctradin";"865318-97-4";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"84_sub_bnvd";"amidosulfuron";"120923-37-7";"330";"Amidosulfuron";"120923-37-7";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"85_sub_bnvd";"amine grasse de suif ethoxylee";"61791-26-2";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"86_sub_bnvd";"aminopropyl dodecylamine";"2372-82-9";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"87_sub_bnvd";"aminopyralid";"150114-71-9";"865";"Aminopyralid";"150114-71-9";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"88_sub_bnvd";"aminotriazole";"61-82-5";"337";"Amitrole (aminotriazole)";"61-82-5";False;False;False;"";True;"faible DJA / ARfD / AOEL";False;"";False;"";False;"";False;False;"";False;""
"89_sub_bnvd";"amisulbrom";"348635-87-0";"335";"Amisulbrom";"348635-87-0";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"90_sub_bnvd";"amitrole";"61-82-5";"337";"Amitrole (aminotriazole)";"61-82-5";False;False;False;"";True;"faible DJA / ARfD / AOEL";False;"";False;"";False;"";False;False;"";False;""
"91_sub_bnvd";"ammonium quaternaire";"68424-95-3";"";"";"";"";"";"";"";"";"";False;"";False;"";False;"";False;False;"";False;""
"92_sub_bnvd";"ampelomyces quisqualis souche aq10";"";"";"";"";"";"";"";"";"";"";True;"2100207";False;"";True;"2100207";False;False;"";False;""
"93_sub_bnvd";"anthraquinone";"84-65-1";"1217";"Anthraquinone";"84-65-1";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"94_sub_bnvd";"arsenic du dimethylarsinate de sodium";"124-65-2";"1144";"Sodium dimethylarsinate";"124-65-2";False;False;False;"";False;"";False;"";False;"";False;"";True;True;"7000049";False;""
"95_sub_bnvd";"asulame";"2302-17-2";"415";"Asulam sodium";"2302-17-2";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"96_sub_bnvd";"aureobasidium pullulans souche dsm 14940";"67891-88-7";"417";"Aureobasidium pullulans (strains DSM 14940 and DSM 14941)";"No CAS allocated";True;False;False;"";False;"";True;"2110079
2120082";False;"";True;"2110079
2120082";False;False;"";False;""
"97_sub_bnvd";"aureobasidium pullulans souche dsm 14941";"67891-88-7";"417";"Aureobasidium pullulans (strains DSM 14940 and DSM 14941)";"No CAS allocated";True;False;False;"";False;"";True;"2110079
2120082";False;"";True;"2110079
2120082";False;False;"";False;""
"98_sub_bnvd";"azadirachtine";"11141-17-6";"420";"Azadirachtin (Margosa extract)";"11141-17-6";False;False;False;"";False;"";True;"2140090
2189996";False;"";False;"";False;False;"";False;""
"99_sub_bnvd";"azametiphos";"35575-96-3";"422";"Azamethiphos";"35575-96-3";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"100_sub_bnvd";"azimsulfuron";"120162-55-2";"423";"Azimsulfuron";"120162-55-2";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"101_sub_bnvd";"azocyclotin";"41083-11-8";"427";"Azocyclotin";"41083-11-8";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"102_sub_bnvd";"azoxystrobine";"131860-33-8";"428";"Azoxystrobin";"131860-33-8";False;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"103_sub_bnvd";"bacillus amyloliquefaciens souche fzb24";"NC";"1197";"Bacillus amyloliquefaciens strain FZB24";"No CAS allocated";True;False;True;"2180651";False;"";True;"2180651";False;"";True;"2180651";False;False;"";False;""
"104_sub_bnvd";"bacillus amyloliquefaciens souche mbi 600";"NC";"1198";"Bacillus amyloliquefaciens strain MBI 600";"No CAS allocated";True;False;False;"";False;"";True;"2171248
2171253";False;"";True;"2171248
2171253";False;False;"";False;""
"105_sub_bnvd";"bacillus amyloliquefaciens subsp plantarum d747";"";"";"";"";"";"";"";"";"";"";True;"2160841
2210063";True;"2190346";True;"2160841
2190346
2210063";True;True;"2190346";True;"2190346"
"106_sub_bnvd";"bacillus firmus i-1582";"";"";"";"";"";"";"";"";"";"";True;"2120069";False;"";True;"2120069";False;False;"";False;""
"107_sub_bnvd";"bacillus pumilus souche qst 2808";"";"";"";"";"";"";"";"";"";"";True;"2140160
2180633";False;"";True;"2140160
2180633";False;False;"";False;""
"108_sub_bnvd";"bacillus subtilis souche qst 713";"68038-70-0";"";"";"";"";"";"";"";"";"";True;"2100162
2180404
2211033";True;"2110040";True;"2100162
2110040
2180404
2211033";True;True;"2110040";True;"2110040"
"109_sub_bnvd";"bacillus subtilis";"68038-70-0";"";"";"";"";"";"";"";"";"";True;"2050001
2100162";True;"2110040";True;"2050001
2100162
2110040";True;True;"2110040";True;"2110040"
"110_sub_bnvd";"bacillus thuringiensis serotype 3a 3b";"68038-71-1";"";"";"";"";"";"";"";"";"";True;"2010513
8900137
9200482";True;"2030175
9100177";True;"2000105
2010327
2010513
2030175
8400098
8900137
9200482";True;True;"2000105
2030175
8400098
8700670
9100177";True;"2000105
2030175
8400098
8700670
9100177"
"111_sub_bnvd";"bacillus thuringiensis serotype h 14";"68038-71-1";"861";"Bacillus thuringiensis subsp. Israelensis (serotype H-14) strain AM65-52";"No CAS allocated";True;False;False;"";False;"";False;"";False;"";False;"";False;False;"";False;""
"112_sub_bnvd";"bacillus thuringiensis sp. tenebrionis";"68038-71-1";"433";"Bacillus thuringiensis subsp. Tenebrionis strain NB176";"No CAS allocated";True;False;False;"";False;"";True;"9800280";False;"";True;"9800280";False;False;"";False;""
"113_sub_bnvd";"bacillus thuringiensis ssp aizawai souche abts-1857";"68038-71-1";"1269";"Bacillus thuringiensis subsp. Aizawai strain ABTS-1857";"No CAS allocated";True;False;False;"";False;"";True;"2020241";False;"";True;"2020241";False;False;"";False;""
"114_sub_bnvd";"bacillus thuringiensis ssp kurstaki souche abts-351";"68038-71-1";"1270";"Bacillus thuringiensis subsp. Kurstaki strain ABTS-351";"No CAS allocated";True;False;False;"";False;"";True;"2010513";True;"2150417";True;"2010513
2150417";True;False;"";True;"2150417"
"115_sub_bnvd";"bacillus thuringiensis ssp kurstaki souche eg 2348";"68038-71-1";"1271";"Bacillus thuringiensis subsp. Kurstaki strain EG2348";"No CAS allocated";True;False;False;"";False;"";True;"2160494
2200048";False;"";True;"2160494
2200048";False;False;"";False;""
"116_sub_bnvd";"bacillus thuringiensis ssp kurstaki souche pb 54";"68038-71-1";"";"";"";"";"";"";"";"";"";True;"2200701
2210326";False;"";True;"2200701
2210326";False;False;"";False;""
"117_sub_bnvd";"bacillus thuringiensis ssp kurstaki souche sa-11";"68038-71-1";"1273";"Bacillus thuringiensis subsp. Kurstaki strain SA 11";"No CAS allocated";True;False;False;"";False;"";True;"9200482";True;"2030175";True;"2030175
9200482";True;True;"2030175";True;"2030175"
"118_sub_bnvd";"bacillus thuringiensis ssp kurstaki";"68038-71-1";"1270";"Bacillus thuringiensis subsp. Kurstaki strain ABTS-351";"No CAS allocated";True;False;False;"";False;"";True;"2010513";True;"2150417";True;"2010513
2150417";True;False;"";True;"2150417"
"118_sub_bnvd";"bacillus thuringiensis ssp kurstaki";"68038-71-1";"1271";"Bacillus thuringiensis subsp. Kurstaki strain EG2348";"No CAS allocated";True;False;False;"";False;"";True;"2010513";True;"2150417";True;"2010513
2150417";True;False;"";True;"2150417"
"118_sub_bnvd";"bacillus thuringiensis ssp kurstaki";"68038-71-1";"1272";"Bacillus thuringiensis subsp. Kurstaki strain PB 54";"No CAS allocated";True;False;False;"";False;"";True;"2010513";True;"2150417";True;"2010513
2150417";True;False;"";True;"2150417"
"118_sub_bnvd";"bacillus thuringiensis ssp kurstaki";"68038-71-1";"1273";"Bacillus thuringiensis subsp. Kurstaki strain SA 11";"No CAS allocated";True;False;False;"";False;"";True;"2010513";True;"2150417";True;"2010513
2150417";True;False;"";True;"2150417"
"118_sub_bnvd";"bacillus thuringiensis ssp kurstaki";"68038-71-1";"1463";"Bacillus thuringiensis subsp. Kurstaki strain SA 12";"No CAS allocated";True;False;False;"";False;"";True;"2010513";True;"2150417";True;"2010513
2150417";True;False;"";True;"2150417"
"119_sub_bnvd";"bacillus thuringiensis sérotype h 7";"68038-71-1";"";"";"";"";"";"";"";"";"";True;"2020241";True;"2030175";True;"2020241
2030175";True;True;"2030175";True;"2030175"
